761380485159321600,,None,"Nordrhein-Westfalen, Deutschland",RT @1LIVE: Das muss doch alles in Wacken passiert sein - die 1LIVE Klubbing-Lesung mit Hannes Finkbeiner gleich ab 21 Uhr. https://t.co/VEW…
761378572393152512,,None,"Halle (Saale), Sachsen-Anhalt",@Rexcaviator @VoodoPvP_Roman er weiß nicht was Wacken ist 😂
761378197535588356,,None,Germany,RT @forstermusic: Läuft. #wacken #betriebsausflug @ Wacken Open Air https://t.co/HvAQl8Jex0
761377452572631040,,None,"いちおう東京在住　Tokyo, Japan","RT @morten_wenzek: Headbangers Stage: The Dead Daisies zeigen, dass Schlaghosen hip sind - und covern die Beatles. #Wacken #mhwoa2016 https…"
761373226958221312,,None,In the middle of nowhere,RT @heuteshow: #Wacken geht los! Die #AfD jubelt: endlich eine größere Schlammschlacht als die Fraktionsbildung in BaWü.
761372060627197952,,None,Deutschland,"Wacken Open Air : Born to Lose, Lived To Win - jetzt im Livestream https://t.co/QQjt00y5bw Das... https://t.co/l0WPHVUnZm"
761370743250845696,,None,Deutschland,"RT deutsch_twitt: Wacken Open Air : Born to Lose, Lived To Win - jetzt im Livestream - https://t.co/bY1NVEOP3m https://t.co/epltnmamwl"
761370733935267840,,None,Deutschland,"RT deutsch_twitt: Wacken Open Air : Born to Lose, Lived To Win - jetzt im Livestream https://t.co/Q2zqNI08ve Das.… https://t.co/eeEMfgopE3"
761367813835493376,,None,Deutschland,"Wacken Open Air : Born to Lose, Lived To Win - jetzt im Livestream https://t.co/VFVjUoVwsB Das... https://t.co/JghHfrJYL6"
761362621996163072,,"Holstenniendorf, Deutschland",Ludwig seine Lust,Wacken ist nix für Pokémon Go 1 Arena und 2 Stopps wovon einer unbenutzbar ist. Oder wer zockt im Infield vor der Bühnen? XD
761362515196579841,,None,Berlin,"#Wacken wäre doch der ideale Ort für Unternehmen zu testen, ob man mit einem Gemisch aus Bier und Kotze Haare waschen kann. Beides wäre da."
