name	lat	lon	einwohner	typ
büren, westfalen	51.55123	8.55979000000002	22346	Stadt
delbrück	51.76562	8.56114000000002	29952	Stadt
lichtenau, westfalen	51.61648	8.89581999999996	11159	Stadt
paderborn	51.71891	8.75752	142979	Stadt
salzkotten	51.6670460274789	8.60068664550784	24544	Stadt
bad wünnenberg	51.51728	8.69938999999999	12298	Stadt
bochum	51.46785	7.19654000000003	388179	Stadt
dortmund	51.5149	7.4660	588680	Stadt
hagen (westfalen)	51.3606	7.4785	198780	Stadt
hamm (westfalen)	51.67423	7.81597999999997	184926	Stadt
herne, westfalen	51.53717	7.20108000000005	171831	Stadt
breckerfeld	51.2605773442002	7.46800037567141	9229	Stadt
ennepetal	51.3004	7.36131	32679	Stadt
gevelsberg	51.32234	7.33979999999997	32857	Stadt
hattingen an der ruhr	51.40209	7.19121999999993	57309	Stadt
herdecke an der ruhr	51.403301	7.43324000000007	25807	Stadt
schwelm	51.287970316595	7.29247096832273	30103	Stadt
sprockhövel	51.36415	7.24662000000001	26324	Stadt
wetter an der ruhr	51.38623	7.39144999999996	29221	Stadt
witten	51.44401	7.35381	96136	Stadt
arnsberg, westfalen	51.40704	8.05282	76643	Stadt
brilon	51.39773	8.57463000000007	27073	Stadt
hallenberg	51.11670	8.63333	4662	Stadt
marsberg, sauerland	51.45744	8.84753999999998	21935	Stadt
medebach	51.20000	8.71667	8312	Stadt
meschede	51.35146	8.28511000000003	32218	Stadt
olsberg	51.3559499386875	8.48043060302734	16114	Stadt
schmallenberg	51.15000	8.30000	26101	Stadt
sundern (sauerland)	51.32493	8.00333999999998	29436	Stadt
winterberg, westfalen	51.1936802007624	8.52787975128172	14687	Stadt
altena, westfalen	51.29865	7.67517999999995	20805	Stadt
balve	51.33106	7.86437000000001	12230	Stadt
halver	51.18872	7.49942999999996	17629	Stadt
hemer	51.38282	7.77457000000004	37689	Stadt
iserlohn	51.3733710945102	7.67429370880132	97728	Stadt
kierspe	51.1320073498196	7.59603294189446	18277	Stadt
lüdenscheid	51.21881	7.63066000000003	79379	Stadt
meinerzhagen	51.10563	7.65057999999999	21925	Stadt
menden (sauerland)	51.43793	7.79807000000005	58342	Stadt
neuenrade	51.28289	7.79061999999999	12424	Stadt
plettenberg	51.2097641360876	7.87028373535168	28255	Stadt
werdohl	51.2563	7.7562	20434	Stadt
attendorn	51.13167	7.90499999999997	24836	Stadt
drolshagen	51.0245828090975	7.77061867193606	12344	Stadt
lennestadt	51.10395	8.07374000000004	27953	Stadt
olpe, biggesee	51.03330	7.85000	25644	Stadt
bad berleburg	51.03860	8.41661	20794	Stadt
freudenberg, westfalen	50.90000	7.86667	18352	Stadt
hilchenbach, siegerland	50.98330	8.10000	16601	Stadt
kreuztal, westfalen	50.96670	7.98333	32042	Stadt
bad laasphe	50.93330	8.40000	15347	Stadt
netphen	50.91670	8.10000	24855	Stadt
siegen	50.86670	8.03333	99261	Stadt
erwitte	51.60619	8.33988999999997	15847	Stadt
geseke	51.63961	8.50643000000002	20573	Stadt
lippstadt	51.67176	8.34129000000007	67486	Stadt
rüthen	51.49274	8.43655999999999	11512	Stadt
soest, westfalen	51.56698	8.11062000000004	48335	Stadt
warstein	51.4493581219927	8.35589824859619	28629	Stadt
werl	51.558439913325	7.91184789947511	32124	Stadt
bergkamen	51.61429	7.64089999999999	52517	Stadt
fröndenberg / ruhr	51.4745	7.76698999999996	22952	Stadt
kamen, westfalen	51.58841	7.65925000000004	45931	Stadt
lünen	51.6106297597209	7.52842451324466	90800	Stadt
schwerte	51.44519	7.56659999999999	50175	Stadt
selm	51.69544	7.46762999999999	27496	Stadt
unna	51.54257	7.68533000000002	68932	Stadt
werne	51.6652093898764	7.63161338623047	30747	Stadt
darmstadt	49.87060	8.64944	144402	Wissenschaftsstadt
frankfurt am main	50.11670	8.68333	679664	Stadt
offenbach am main	50.10000	8.76667	120435	Stadt
wiesbaden	50.08330	8.25000	274318	Landeshauptstadt
bergstraße	49.61605	8.6765568181818182	262650	Landkreis
bensheim	49.68030	8.61611	39729	Stadt
bürstadt	49.64360	8.46000	15541	Stadt
heppenheim (bergstraße)	49.64080	8.63722	25266	Kreisstadt
hirschhorn (neckar)	49.44810	8.89806	3585	Stadt
lampertheim, hessen	49.60190	8.47194	31337	Stadt
lindenfels	49.68500	8.78306	5001	Stadt
lorsch, hessen	49.65470	8.56861	13041	Karolingerstadt
neckarsteinach	49.40860	8.83861	3752	Stadt
viernheim	49.54170	8.57861	32601	Stadt
zwingenberg, bergstraße	49.72640	8.61861	6731	Stadt
darmstadt-dieburg	49.8533913043478261	8.7673304347826087	289199	Landkreis
babenhausen, hessen	49.96670	8.95778	15958	Stadt
dieburg	49.89890	8.84444	15262	Stadt
griesheim, hessen	49.86280	8.57528	26317	Stadt
groß-bieberau	49.80060	8.83000	4564	Stadt
groß-umstadt	49.86780	8.93389	21333	Stadt
ober-ramstadt	49.83360	8.75194	15049	Stadt
pfungstadt	49.80640	8.60694	24615	Stadt
reinheim	49.82690	8.83611	17012	Stadt
weiterstadt	49.90780	8.59528	24378	Stadt
groß-gerau	49.9257285714285714	8.46607	254887	Landkreis
gernsheim	49.76000	8.49583	9744	Schöfferstadt
groß-gerau	49.92390	8.49361	23409	Stadt
kelsterbach	50.06670	8.53333	13395	Stadt
mörfelden-walldorf	49.99470	8.58361	34035	Stadt
raunheim	50.01670	8.45000	14848	Stadt
rüsselsheim	49.99250	8.42500	60294	Stadt
hochtaunuskreis	50.24313125	8.509269375	227425	Kreis
bad homburg vor der höhe	50.21670	8.61667	52229	Stadt
friedrichsdorf, taunus	50.26670	8.65000	24685	Stadt
königstein im taunus	50.18330	8.46667	15946	Stadt
kronberg im taunus	50.18330	8.50000	17683	Stadt
neu-anspach	50.29000	8.51500	14798	Stadt
oberursel (taunus)	50.20000	8.58333	43741	Stadt
steinbach (taunus)	50.16670	8.56667	10097	Stadt
usingen	50.33330	8.53333	13406	Stadt
main-kinzig-kreis	50.2119793103448276	9.1521551724137931	407234	Kreis
bad orb	50.2279	9.3478	9780	Stadt
bad soden-salmünster	50.28330	9.36667	13600	Stadt
bruchköbel	50.18330	8.91667	20572	Stadt
erlensee	50.16670	8.99167	13126	Stadt
gelnhausen	50.20000	9.18333	21510	Barbarossastadt
hanau	50.13330	8.91667	88637	Brüder-Grimm-Stadt
langenselbold	50.18330	9.03333	13453	Stadt
maintal	50.15000	8.83333	37962	Stadt
nidderau, hessen	50.25000	8.90000	19895	Stadt
schlüchtern	50.35000	9.51667	16777	Stadt
steinau an der straße	50.31670	9.46667	10723	Brüder-Grimm-Stadt
wächtersbach	50.26670	9.30000	12297	Stadt
main-taunus-kreis	50.0999916666666667	8.4708325	227398	Kreis
bad soden am taunus	50.13330	8.50000	21644	Stadt
eppstein, taunus	50.13330	8.40000	13283	Stadt
eschborn, taunus	50.13330	8.55000	20811	Stadt
flörsheim am main	50.01670	8.43333	20338	Stadt
hattersheim am main	50.06670	8.46667	25680	Stadt
hochheim am main	50.01670	8.35000	16893	Stadt
hofheim am taunus	50.08330	8.45000	38253	Kreisstadt
kelkheim (taunus)	50.13330	8.45000	27883	Stadt
schwalbach am taunus	50.15000	8.53333	14695	Stadt
odenwaldkreis	49.6841066666666667	8.973222	97032	Kreis
bad könig	49.74310	9.00861	9340	Stadt
beerfelden, odenwald	49.56690	8.97472	6571	Stadt
breuberg	49.80000	9.06667	7184	Stadt
erbach (odenwald)	49.65610	8.99639	13331	Kreisstadt
michelstadt	49.67360	9.00250	16573	Stadt
offenbach	50.0352384615384615	8.8174138461538462	338061	Landkreis
dietzenbach	50.01670	8.78333	33186	Kreisstadt
dreieich	50.00000	8.70000	40484	Stadt
heusenstamm	50.06670	8.80000	18199	Stadt
langen (hessen)	49.99330	8.67278	35570	Stadt
mühlheim am main	50.11670	8.83333	26881	Stadt
neu-isenburg	50.05000	8.70000	36034	Stadt
obertshausen	50.08330	8.85000	24083	Stadt
rodgau	50.01670	8.88333	43283	Stadt
rödermark	49.99360	8.81667	25926	Stadt
seligenstadt, hessen	50.05000	8.98333	20243	Stadt
rheingau-taunus-kreis	50.1175294117647059	8.0913841176470588	183125	Kreis
bad schwalbach	50.13330	8.06667	10718	Kreisstadt
eltville am rhein	50.03330	8.11667	17653	Stadt
geisenheim	49.98330	7.96667	11497	Stadt
idstein	50.23330	8.26667	23252	Stadt
lorch, rheingau	50.05000	7.81667	3818	Stadt
oestrich-winkel	50.00000	8.00000	11717	Stadt
rüdesheim am rhein	49.98330	7.91667	9630	Stadt
taunusstein	50.15000	8.15000	28963	Stadt
wetteraukreis	50.344664	8.8920004	298015	Kreis
bad nauheim	50.36670	8.75000	31176	Stadt
bad vilbel	50.18330	8.75000	31822	Stadt
büdingen, hessen	50.30000	9.11667	21230	Stadt
butzbach	50.4340	8.6712	24971	Stadt
friedberg (hessen)	50.35000	8.76667	27962	Kreisstadt
gedern	50.43330	9.20000	7493	Stadt
karben	50.23330	8.76667	21717	Stadt
münzenberg	50.45000	8.78333	5546	Stadt
nidda	50.41670	9.00000	17599	Stadt
niddatal	50.28330	8.83333	9211	Stadt
ortenberg, hessen	50.35000	9.05000	9016	Stadt
reichelsheim (wetterau)	50.35000	8.86667	6781	Stadt
rosbach vor der höhe	50.2896666666666	8.698666666666	12253	Stadt
gießen	50.7	8.800000	1041271	Regierungsbezirk
gießen	50.5824111111111111	8.7611105555555556	256473	Landkreis
allendorf (lumda)	50.68330	8.83333	4061	Stadt
gießen, lahn	50.58330	8.65000	77366	Universitätsstadt
grünberg / hessen	50.60000	8.95000	13885	Stadt
hungen	50.46670	8.90000	12576	Stadt
laubach, hessen	50.55000	8.98333	9887	Stadt
lich, hessen	50.51670	8.83333	13266	Stadt
linden, hessen	50.51670	8.65000	12266	Stadt
lollar	50.65000	8.70000	9903	Stadt
pohlheim	50.51670	8.70000	18133	Stadt
staufenberg, hessen	50.66670	8.71667	8090	Stadt
lahn-dill-kreis	50.6581	8.379799	253553	Kreis
aßlar	50.5916	8.4627	13600	Stadt
braunfels	50.50090	8.39557	10908	Stadt
dillenburg	50.73330	8.28333	23608	Stadt
haiger	50.75000	8.21667	19103	Stadt
herborn, hessen	50.68330	8.31667	20595	Stadt
leun, lahn	50.55000	8.36667	5796	Stadt
solms (lahn)	50.51670	8.41667	13408	Stadt
wetzlar	50.55000	8.50000	51499	Stadt
limburg-weilburg	50.4373263157894737	8.1695394736842105	170714	Landkreis
bad camberg	50.30000	8.26667	14078	Stadt
hadamar, westerwald	50.45000	8.05000	12246	Stadt
limburg an der lahn	50.38330	8.05000	33400	Kreisstadt
mengerskirchen	50.56670	8.16667	5785	Marktflecken
merenberg	50.51670	8.18333	3301	Marktflecken
runkel, lahn	50.40000	8.16667	9522	Stadt
villmar	50.38330	8.20000	6974	Marktflecken
weilburg	50.48330	8.25000	13093	Stadt
weilmünster	50.43330	8.36667	9012	Marktflecken
marburg-biedenkopf	50.8296545454545455	8.7260827272727273	251080	Landkreis
amöneburg	50.80000	8.90000	5162	Stadt
biedenkopf	50.9168	8.5198	13219	Stadt
gladenbach	50.76670	8.56667	12190	Stadt
kirchhain	50.81670	8.93333	16204	Stadt
marburg / lahn	50.81670	8.76667	80656	Universitätsstadt
neustadt (hessen)	50.85000	9.11667	8846	Stadt
rauschenberg, hessen	50.88330	8.91667	4467	Stadt
stadtallendorf	50.83330	9.01667	21247	Stadt
wetter (hessen)	50.90000	8.71667	9166	Stadt
vogelsbergkreis	50.6412263157894737	9.2587721052631579	109451	Kreis
alsfeld	50.75000	9.26667	16351	Stadt
grebenau, hessen	50.75000	9.46667	2567	Stadt
herbstein	50.55000	9.35000	4852	Stadt
homberg (ohm)	50.73330	9.00000	7628	Stadt
kirtorf	50.76670	9.10000	3292	Stadt
lauterbach (hessen)	50.63330	9.40000	13783	Kreisstadt
romrod	50.71670	9.21667	2881	Stadt
schlitz	50.66670	9.56667	9731	Stadt
schotten, hessen	50.50000	9.13333	10802	Stadt
ulrichstein	50.58330	9.20000	3040	Stadt
kassel, hessen	51.316944	9.4925	195530	documenta-Stadt
fulda	50.5587	9.758697	217255	Landkreis
fulda	50.55000	9.66667	64349	Stadt
gersfeld (rhön)	50.45000	9.91667	5893	Stadt
hünfeld	50.66670	9.76667	15989	Konrad-Zuse-Stadt
tann (rhön)	50.65000	10.01670	4448	Stadt
hersfeld-rotenburg	50.893335	9.7766675	122233	Landkreis
bad hersfeld	50.86670	9.70000	30087	Kreisstadt
bebra	50.96670	9.80000	13789	Stadt
heringen (werra)	50.88330	10.00000	7470	Stadt
rotenburg an der fulda	50.98330	9.71667	13640	Stadt
kassel	51.316944	9.4925	236986	Landkreis
bad karlshafen	51.6438341210703	9.45622250447286	3794	Stadt
baunatal	51.2539753629014	9.41478172485358	27642	Stadt
grebenstein	51.44711	9.40971999999999	5936	Stadt
hofgeismar	51.4972	9.38594000000001	15655	Stadt
immenhausen, hessen	51.42814	9.47735	6986	Stadt
liebenau, hessen	51.49783196324	9.28286705291748	3337	Stadt
naumburg, hessen	51.24818	9.16863000000001	5265	Stadt
trendelburg	51.57391	9.42026999999996	5176	Stadt
vellmar	51.3579866770933	9.46538253967287	18163	Stadt
wolfhagen	51.32592	9.16596000000004	12847	Stadt
zierenberg	51.367940961204	9.30118100524896	6651	Stadt
schwalm-eder-kreis	51.0310888888888889	9.3687885185185185	182622	Kreis
borken (hessen)	51.05000	9.28333	12830	Stadt
felsberg, hessen	51.13330	9.41667	10631	Stadt
fritzlar	51.13330	9.28333	14427	Dom- und Kaiserstadt
gudensberg	51.18330	9.36667	9107	Stadt
homberg (efze)	51.03330	9.40000	14263	Kreisstadt
melsungen	51.13330	9.55000	13384	Stadt
neukirchen, knüllgeb.	50.86670	9.33333	7211	Stadt
niedenstein	51.2344353058268	9.31176692192071	5279	Stadt
schwalmstadt	50.93330	9.21667	18586	Stadt
schwarzenborn, knüll	50.91670	9.45000	1090	Stadt
spangenberg, hessen	51.11670	9.66667	6200	Liebenbachstadt
waldeck-frankenberg	51.1438	8.8415903846153846	161871	Landkreis
bad arolsen	51.37968	9.01217999999994	16159	Stadt
bad wildungen	51.11670	9.11667	17376	Stadt
battenberg (eder)	51.01670	8.65000	5445	Stadt
diemelstadt	51.47501	9.00898000000007	5427	Stadt
frankenau, hessen	51.10000	8.93333	3334	Stadt
frankenberg (eder)	51.06670	8.80000	18807	Stadt
gemünden (wohra)	50.96670	8.96667	3897	Stadt
hatzfeld (eder)	51.00000	8.55000	3205	Stadt
korbach	51.2770721724054	8.8709186190797	23581	Kreisstadt
lichtenfels, hessen	51.15830	8.79583	4118	Stadt
rosenthal, hessen	50.96670	8.88333	2178	Stadt
volkmarsen	51.40746	9.11826999999994	6808	Stadt
waldeck	51.20000	9.06667	7155	Stadt
werra-meißner-kreis	51.1916625	9.971886875	103750	Kreis
bad sooden-allendorf	51.270548154497	9.97341655548098	8359	Stadt
eschwege	51.1879103276537	10.0398614126586	19882	Kreisstadt
großalmerode	51.25835	9.78517999999997	6871	Stadt
hessisch lichtenau	51.19863	9.71974	12593	Stadt
sontra	51.06670	9.93333	7955	Stadt
waldkappel	51.14585	9.8768	4592	Stadt
wanfried	51.18330	10.16670	4204	Stadt
witzenhausen	51.3401636227961	9.85542617980957	15368	Stadt
koblenz am rhein	50.35000	7.60000	106681	Stadt
ahrweiler	50.436527397260274	7.0050227397260274	130712	Kreis
adenau	50.38330	6.93333	2942	Stadt
bad breisig	50.51670	7.30000	9024	Stadt
bad neuenahr-ahrweiler	50.55000	7.10000	27628	Stadt
remagen	50.56670	7.23333	16358	Stadt
sinzig, rhein	50.55000	7.25000	17774	Stadt
altenkirchen	50.7127453781512605	7.6827729411764706	136593	Kreis
betzdorf, sieg	50.78330	7.88333	10406	Stadt
herdorf, sieg	50.76670	7.95000	7166	Stadt
altenkirchen (westerwald)	50.70000	7.65000	6345	Stadt
bad kreuznach	49.8211159663865546	7.6909120168067227	158387	Kreis
bad kreuznach	49.83330	7.86667	43757	Stadt
kirn, nahe	49.7860	7.4594	8773	Stadt
meisenheim, glan	49.71670	7.66667	2936	Stadt
stromberg, hunsrück	49.95000	7.76667	3177	Stadt
bad sobernheim	49.78330	7.65000	6470	Stadt
birkenfeld (nahe)	49.721178125	7.2720484375	88059	Kreis
baumholder	49.61670	7.33333	4081	Stadt
birkenfeld, nahe	49.65000	7.18333	6922	Stadt
idar-oberstein	49.70000	7.30000	32254	Stadt
cochem-zell	50.1410230769230769	7.1894683516483516	65844	Kreis
cochem	50.13330	7.15000	5162	Stadt
kaisersesch	50.23330	7.15000	2915	Stadt
zell (mosel)	50.03330	7.18333	4425	Stadt
mayen-koblenz	50.3264367816091954	7.3222228735632184	213819	Kreis
andernach	50.43330	7.40000	29416	Stadt
mayen	50.33330	7.21667	19428	Stadt
mendig	50.36670	7.28333	8721	Stadt
polch	50.30000	7.31667	6607	Stadt
bendorf, rhein	50.43330	7.56667	17451	Stadt
mülheim-kärlich	50.38330	7.50000	10416	Stadt
rhens	50.28330	7.61667	3014	Stadt
vallendar	50.40000	7.61667	8814	Stadt
weißenthurm, rhein	50.41670	7.45000	7803	Stadt
münstermaifeld	50.25000	7.36667	3519	Stadt
neuwied	50.5612403225806452	7.4816758064516129	185464	Kreis
bad hönningen	50.51670	7.31667	5724	Stadt
linz am rhein	50.56670	7.28333	6016	Stadt
neuwied	50.43330	7.46667	66455	Stadt
unkel	50.60000	7.21667	4979	Stadt
rhein-hunsrück-kreis	50.0215164179104478	7.4890547014925373	106176	Kreis
kastellaun	50.06670	7.45000	5259	Stadt
kirchberg (hunsrück)	49.95000	7.40000	3803	Stadt
oberwesel, rhein	50.10000	7.73333	3508	Stadt
sankt goar	50.15000	7.71667	3024	Stadt
simmern / hunsrück	49.98330	7.51667	7844	Stadt
boppard, rhein	50.23330	7.60000	16372	Stadt
rhein-lahn-kreis	50.265085401459854	7.8557858394160584	128608	Kreis
bad ems	50.33330	7.71667	9452	Stadt
diez	50.36670	8.01667	10918	Stadt
katzenelnbogen	50.28330	7.97600	2168	Stadt
kaub	50.08330	7.76667	1027	Stadt
lahnstein	50.30000	7.61667	18439	Stadt
nassau, lahn	50.31670	7.80000	5042	Stadt
nastätten	50.20000	7.86667	4246	Stadt
sankt goarshausen, loreleystadt	50.15000	7.73333	1511	Loreleystadt
braubach	50.28330	7.66667	3190	Stadt
westerwaldkreis	50.5568937172774869	7.8657066492146597	203572	Kreis
höhr-grenzhausen	50.43330	7.66667	9758	Stadt
montabaur	50.43330	7.83333	12558	Stadt
ransbach-baumbach	50.46670	7.73333	7373	Stadt
selters (westerwald)	50.53330	7.76667	2719	Stadt
wirges	50.46670	7.80000	5169	Stadt
bad marienberg (westerwald)	50.65000	7.95000	5877	Stadt
hachenburg	50.65000	7.83333	5776	Stadt
rennerod, westerwald	50.61670	8.06667	3956	Stadt
westerburg, westerwald	50.56670	7.98333	5730	Stadt
trier	49.75000	6.63333	106544	Stadt
bernkastel-wittlich	49.9294731481481481	6.9384262962962963	114157	Kreis
bernkastel-kues	49.91670	7.06667	6812	Stadt
manderscheid, eifel	50.10000	6.81667	1304	Stadt
traben-trarbach	49.95000	7.11667	6040	Stadt
wittlich	49.98330	6.88333	17809	Stadt
bitburg-prüm	50.0375377118644068	6.3976527118644068	95753	Kreis
bitburg	49.96670	6.53333	12899	Stadt
kyllburg	50.03330	6.58333	1022	Stadt
neuerburg, eifel	50.01670	6.30000	1542	Stadt
prüm (eifel)	50.21670	6.41667	5454	Stadt
vulkaneifel	50.2438807339449541	6.8030581651376147	63807	Kreis
gerolstein	50.21670	6.66667	7617	Stadt
hillesheim, eifel	50.30000	6.66667	3185	Stadt
daun	50.20000	6.83333	8494	Stadt
trier-saarburg	49.7006514563106796	6.7045301941747573	139499	Kreis
hermeskeil	49.65000	6.95000	5720	Stadt
konz	49.70000	6.58333	17782	Stadt
saarburg, saar	49.60000	6.55000	6271	Stadt
schweich, mosel	49.81670	6.75000	6502	Stadt
frankenthal (pfalz)	49.53720	8.35500	47357	Stadt
kaiserslautern	49.45000	7.75000	99033	Stadt
landau in der pfalz	49.20750	8.11333	41841	Stadt
ludwigshafen am rhein	49.48110	8.43528	163274	Stadt
mainz	50.00000	8.27111	192208	Stadt
pirmasens	49.20000	7.60000	43482	Stadt
speyer	49.32970	8.42778	50428	Stadt
worms	49.63560	8.35972	81385	Stadt
zweibrücken, pfalz	49.25000	7.36667	35393	Stadt
alzey-worms	49.7543057971014493	8.1422102898550725	126502	Kreis
alzey	49.75170	8.11611	18256	Stadt
osthofen, rheinhessen	49.70780	8.32889	8604	Stadt
bad dürkheim	49.4910125	8.15603	134927	Kreis
bad dürkheim an der weinstraße	49.46860	8.16639	18830	Stadt
deidesheim	49.40920	8.18778	3748	Stadt
freinsheim	49.51390	8.21000	4996	Stadt
grünstadt	49.56920	8.16806	13288	Stadt
lambrecht (pfalz)	49.37140	8.06833	4068	Stadt
wachenheim an der weinstraße	49.44720	8.17722	4777	Stadt
donnersbergkreis	49.6392829545454545	7.9104292045454545	78978	Kreis
eisenberg (pfalz)	49.56580	8.07000	9777	Stadt
kirchheimbolanden	49.67250	8.01889	8010	Stadt
obermoschel	49.73330	7.76667	1205	Stadt
rockenhausen	49.63330	7.83333	5749	Stadt
germersheim	49.1387193548387097	8.2459132258064516	125092	Kreis
germersheim	49.22310	8.36389	20777	Stadt
kandel, pfalz	49.08920	8.18417	8351	Stadt
wörth am rhein	49.05810	8.25833	17509	Stadt
kaiserslautern	49.453336	7.6606664	109371	Kreis
landstuhl	49.41670	7.56667	8956	Sickingenstadt
otterberg	49.50000	7.76667	5256	Stadt
ramstein-miesenbach	49.45000	7.55000	8107	Stadt
kusel	49.5566989690721649	7.4778351546391753	76785	Kreis
kusel	49.55000	7.40000	5183	Stadt
lauterecken	49.65000	7.60000	2274	Stadt
wolfstein, pfalz	49.58330	7.60000	2020	Stadt
südliche weinstraße	49.1850546666666667	8.0630593333333333	110579	Kreis
bad bergzabern	49.11000	7.99000	8011	Stadt
edenkoben	49.29170	8.12028	6787	Stadt
annweiler am trifels	49.20000	7.96667	7178	Stadt
rhein-pfalz-kreis	49.445628	8.3440772	148750	Kreis
schifferstadt	49.38720	8.37472	19258	Stadt
mainz-bingen	49.9033318181818182	8.1085606060606061	200130	Kreis
bacharach	50.06670	7.76667	2120	Stadt
bingen am rhein	49.96670	7.90000	24850	Stadt
gau-algesheim	49.96560	8.02944	6431	Stadt
oppenheim	49.85810	8.36778	6863	Stadt
südwestpfalz	49.2226154761904762	7.6197420238095238	103513	Kreis
dahn	49.15000	7.78333	4772	Stadt
rodalben	49.23330	7.63333	7598	Stadt
hornbach, pfalz	49.20000	7.36667	1667	Stadt
stuttgart	48.7823	9.1770	591550	Landeshauptstadt
böblingen	48.6851	9.00954	46322	Stadt
herrenberg (im gäu)	48.59556	8.86746	31235	Stadt
holzgerlingen	48.64001	9.01159	11689	Stadt
leonberg (württemberg)	48.80000	9.01667	45535	Stadt
renningen	48.76670	8.93333	17371	Stadt
sindelfingen	48.70000	9.01667	61241	Stadt
waldenbuch	48.63330	9.13333	8726	Stadt
weil der stadt	48.75000	8.86667	19173	Stadt
esslingen am neckar	48.75000	9.30000	92261	Stadt
kirchheim unter teck	48.65000	9.45000	39923	Stadt
neuffen	48.55000	9.36667	6251	Stadt
nürtingen	48.63330	9.35000	40552	Stadt
owen (teck)	48.58330	9.45000	3533	Stadt
plochingen	48.7107	9.4195	14396	Stadt
weilheim an der teck	48.61670	9.53333	9649	Stadt
wendlingen am neckar	48.68330	9.38333	15748	Stadt
wernau (neckar)	48.70000	9.41667	12418	Stadt
filderstadt	48.66670	9.21667	43731	Stadt
leinfelden-echterdingen	48.70000	9.15000	37055	Stadt
ostfildern	48.71670	9.26667	33714	Stadt
aichtal	48.63330	9.26667	9813	Stadt
donzdorf	48.68330	9.81667	11070	Stadt
ebersbach an der fils	48.71670	9.53333	15835	Stadt
eislingen / fils	48.70000	9.70000	20509	Stadt
geislingen an der steige	48.6242	9.8274	27763	Stadt
göppingen	48.70000	9.66667	57836	Stadt
süßen	48.68330	9.76667	10137	Stadt
uhingen	48.7048	9.5857	13931	Stadt
wiesensteig	48.55000	9.63333	2291	Stadt
lauterstein	48.70000	9.88333	2817	Stadt
asperg	48.90000	9.11667	12842	Stadt
besigheim	48.98330	9.13333	11797	Stadt
bönnigheim	49.04060	9.09278	7454	Stadt
ditzingen	48.83330	9.06667	24215	Stadt
gerlingen (württemberg)	48.80000	9.06667	18996	Stadt
großbottwar	49.00250	9.29250	8381	Stadt
kornwestheim	48.86670	9.18333	30689	Stadt
ludwigsburg (württemberg)	48.90000	9.18333	87703	Stadt
marbach am neckar	48.93330	9.25000	15527	Stadt
markgröningen	48.90000	9.06667	14483	Stadt
oberriexingen	48.93330	9.03333	3015	Stadt
steinheim an der murr	48.96670	9.28333	11595	Stadt
vaihingen an der enz	48.93330	8.96667	28898	Stadt
sachsenheim (württemberg)	48.95000	9.06667	17211	Stadt
freiberg am neckar	48.93330	9.20000	15470	Stadt
bietigheim-bissingen	48.96670	9.13333	42022	Stadt
korntal-münchingen	48.81670	9.11667	18080	Stadt
remseck am neckar	48.86670	9.28333	22437	Stadt
backnang	48.95000	9.43333	35666	Stadt
fellbach (württemberg)	48.8091	9.2770	44010	Stadt
murrhardt	48.9819	9.5705	14359	Stadt
schorndorf (württemberg)	48.80000	9.53333	39323	Stadt
waiblingen (rems)	48.83330	9.30000	52926	Stadt
welzheim	48.88330	9.65000	11257	Stadt
winnenden (württemberg)	48.88330	9.40000	27877	Stadt
weinstadt	48.81670	9.38333	26253	Stadt
heilbronn (neckar)	49.14030	9.22000	121416	Stadt
bad friedrichshall	49.22920	9.20694	18615	Stadt
bad rappenau	49.24060	9.10250	20715	Stadt
bad wimpfen	49.22720	9.15972	6924	Stadt
beilstein (württemberg)	49.03940	9.31500	6119	Stadt
brackenheim	49.07970	9.06500	15092	Stadt
eppingen	49.13690	8.91028	21127	Stadt
güglingen	49.06970	8.99444	6240	Stadt
gundelsheim (württemberg)	49.28440	9.16194	7460	Stadt
lauffen am neckar	49.07440	9.14694	11138	Stadt
löwenstein (württemberg)	49.09940	9.38139	3083	Stadt
möckmühl	49.32500	9.35778	8341	Stadt
neckarsulm	49.19280	9.22611	27378	Stadt
neudenau	49.29360	9.27028	5157	Stadt
neuenstadt am kocher	49.23530	9.33028	9517	Stadt
schwaigern (württemberg)	49.14390	9.05500	10998	Stadt
weinsberg	49.15030	9.28833	11812	Stadt
widdern	49.31940	9.42194	1956	Stadt
forchtenberg	49.28830	9.56278	5004	Stadt
ingelfingen	49.30060	9.65500	5899	Stadt
krautheim (jagst)	49.38640	9.63389	4877	Stadt
künzelsau	49.28190	9.68889	15062	Stadt
neuenstein (württemberg)	49.20580	9.57917	6221	Stadt
niedernhall	49.29140	9.62167	4020	Stadt
Öhringen	49.20170	9.50389	23014	Stadt
waldenburg (württemberg)	49.18750	9.64222	3101	Stadt
crailsheim	49.15000	10.08330	32439	Stadt
gaildorf	49.00390	9.77111	12592	Stadt
gerabronn (württemberg)	49.25110	9.92139	4579	Stadt
ilshofen	49.17000	9.91889	6120	Stadt
kirchberg an der jagst	49.20140	9.98139	4452	Stadt
langenburg (württemberg)	49.25440	9.84583	1894	Stadt
schrozberg	49.34530	9.97944	6124	Stadt
schwäbisch hall	49.10580	9.73417	36660	Stadt
vellberg	49.08610	9.88056	4317	Stadt
bad mergentheim	49.49250	9.77361	22446	Stadt
boxberg (baden)	49.48140	9.64028	7269	Stadt
creglingen	49.46670	10.03330	4881	Stadt
freudenberg (baden)	49.74500	9.32917	4055	Stadt
grünsfeld	49.60830	9.74389	3843	Stadt
külsheim (baden)	49.66970	9.52250	5772	Stadt
