name	lat	lon	einwohner	typ
niederstetten (württemberg)	49.40000	9.91944	5503	Stadt
tauberbischofsheim	49.62470	9.66278	13351	Stadt
weikersheim	49.48060	9.90500	7586	Stadt
wertheim am main	49.75750	9.50944	24553	Stadt
lauda-königshofen	49.56530	9.70417	15258	Stadt
giengen an der brenz	48.61670	10.25000	20260	Stadt
heidenheim an der brenz	48.68330	10.15000	49784	Stadt
herbrechtingen	48.61670	10.18330	13128	Stadt
niederstotzingen	48.55000	10.23330	4943	Stadt
bopfingen	48.85000	10.35000	12575	Stadt
ellwangen (jagst)	48.96670	10.13330	25250	Stadt
heubach (württemberg)	48.7927	9.9337	10133	Stadt
lauchheim	48.86670	10.25000	4661	Stadt
lorch (württemberg)	48.80000	9.68333	11481	Stadt
neresheim	48.75000	10.35000	8277	Stadt
oberkochen	48.7839	10.1055	8290	Stadt
schwäbisch gmünd	48.80000	9.78333	61391	Stadt
aalen (württemberg)	48.83330	10.10000	67125	Stadt
baden-baden	48.75000	8.25000	54454	Stadt
karlsruhe	49.0047	8.38583	220000	Stadtkreis
karlsruhe (baden)	49.00470	8.38583	283959	Stadt
bretten (baden)	49.03920	8.70278	27997	Stadt
bruchsal	49.12810	8.58361	42911	Stadt
ettlingen	48.95000	8.40000	38987	Stadt
Östringen	49.22000	8.71222	12994	Stadt
philippsburg (baden)	49.23580	8.45639	12558	Stadt
kraichtal	49.13030	8.74365	14964	Stadt
waghäusel	49.24310	8.52167	20000	Stadt
rheinstetten (baden)	48.97220	8.29444	20427	Stadt
stutensee	49.09670	8.48958	22938	Stadt
bühl (baden)	48.70000	8.15000	29387	Stadt
gaggenau	48.80000	8.33333	29769	Stadt
gernsbach	48.76670	8.33333	14644	Stadt
kuppenheim	48.83330	8.25000	7608	Stadt
lichtenau (baden)	48.73330	8.01667	5081	Stadt
rastatt	48.85000	8.20000	47710	Stadt
heidelberg	49.4077	8.6908	142889	Stadt
mannheim	49.4967	8.4796	307640	Universitätsstadt
adelsheim	49.40360	9.39333	5493	Stadt
buchen (odenwald)	49.52390	9.32306	18888	Stadt
mosbach (baden)	49.35390	9.14278	25197	Stadt
osterburken	49.43060	9.42389	6523	Stadt
walldürn / storchhof	49.58330	9.36667	12045	Stadt
ravenstein (baden)	49.39390	9.53250	3100	Stadt
eberbach (baden)	49.46	8.98	15448	Stadt
eppelheim (baden)	49.40250	8.63306	14345	Stadt
hemsbach (bergstraße)	49.59170	8.64639	12329	Stadt
hockenheim	49.32280	8.54583	20758	Stadt
ladenburg	49.47500	8.60694	11520	Stadt
leimen (baden)	49.35110	8.68944	27031	Stadt
neckarbischofsheim	49.29530	8.96333	4010	Stadt
neckargemünd	49.39220	8.79417	14221	Stadt
rauenberg (kraichgau)	49.26970	8.70417	7514	Stadt
schönau (odenwald)	49.43560	8.80917	4877	Stadt
schriesheim	49.47780	8.67278	14368	Stadt
schwetzingen	49.37810	8.58194	22403	Stadt
sinsheim (elsenz)	49.25530	8.87722	35366	Stadt
waibstadt	49.29810	8.91917	5741	Stadt
walldorf (baden)	49.30640	8.64528	14663	Stadt
weinheim (bergstraße)	49.54830	8.66611	43272	Stadt
wiesloch	49.29780	8.70139	26122	Stadt
pforzheim	48.8844	8.6989	118805	Stadt
altensteig (württemberg)	48.58330	8.60000	11180	Stadt
bad liebenzell	48.76670	8.73333	9519	Stadt
haiterbach (württemberg)	48.53330	8.65000	5844	Stadt
bad herrenalb	48.80000	8.43333	7478	Stadt
nagold	48.55000	8.71667	22910	Stadt
neubulach	48.65000	8.70000	5532	Stadt
bad wildbad im schwarzwald	48.75000	8.55000	10500	Stadt
wildberg (württemberg)	48.62511	8.74518	10140	Stadt
bad teinach-zavelstein	48.70000	8.68333	3048	Stadt
calw	48.71670	8.73333	23837	Stadt
heimsheim	48.80000	8.85000	5233	Stadt
knittlingen	49.02750	8.75389	7656	Stadt
maulbronn	49.00080	8.80778	6766	Stadt
mühlacker	48.95000	8.83333	26236	Stadt
neuenbürg (württemberg)	48.83330	8.58333	7720	Stadt
alpirsbach	48.33330	8.41667	6937	Stadt
dornstetten (württemberg)	48.45000	8.50000	8119	Stadt
freudenstadt	48.46670	8.41667	23888	Stadt
horb am neckar	48.43330	8.68333	26116	Stadt
freiburg im breisgau	47.9942	7.8470	214716	Stadt
bad krozingen	47.91670	7.70000	17270	Stadt
breisach am rhein	48.03330	7.58333	14158	Stadt
heitersheim	47.88330	7.66667	5833	Stadt
löffingen	47.88330	8.35000	7962	Stadt
müllheim (baden)	47.8082	7.6304	18155	Stadt
neuenburg am rhein	47.81670	7.56667	11805	Stadt
staufen im breisgau	47.8840	7.7305	7756	Stadt
sulzburg (baden)	47.85000	7.71667	2742	Stadt
titisee-neustadt	47.9012	8.1517	11968	Stadt
vogtsburg im kaiserstuhl	48.08330	7.63333	5765	Stadt
elzach	48.18330	8.06667	7157	Stadt
emmendingen	48.1210	7.8536	26110	Stadt
endingen am kaiserstuhl	48.13330	7.70000	9048	Stadt
herbolzheim (breisgau)	48.2217	7.7718	9772	Stadt
kenzingen	48.20000	7.76667	9098	Stadt
waldkirch (breisgau)	48.10000	7.96667	20275	Stadt
achern (baden)	48.63330	8.06667	24527	Stadt
ettenheim	48.25000	7.81667	11950	Stadt
gengenbach	48.40000	8.01667	11086	Stadt
haslach im kinzigtal	48.28330	8.08333	6874	Stadt
hausach (schwarzwaldbahn)	48.28330	8.16667	5806	Stadt
hornberg (schwarzwaldbahn)	48.21670	8.23333	4436	Stadt
kehl (rhein)	48.5717859	7.8185301	34330	Stadt
lahr / schwarzwald	48.35000	7.86667	43683	Stadt
mahlberg (baden)	48.28330	7.81667	4471	Stadt
oberkirch (baden)	48.53330	8.08333	20334	Stadt
offenburg	48.48330	7.93333	58769	Stadt
oppenau	48.47345	8.164299	5050	Stadt
renchen	48.58330	8.01667	7298	Stadt
wolfach	48.30000	8.21667	5949	Stadt
zell am harmersbach	48.35000	8.06667	8064	Stadt
rheinau (baden)	48.66670	7.93333	10966	Stadt
dornhan	48.35000	8.50000	6160	Stadt
oberndorf am neckar	48.28330	8.56667	14693	Stadt
rottweil	48.16670	8.61667	25701	Stadt
schiltach	48.28330	8.35000	4066	Stadt
schramberg	48.23330	8.38333	18586	Stadt
sulz am neckar	48.3624	8.6331	12638	Stadt
bad dürrheim (schwarzwald)	48.01670	8.53333	12674	Stadt
blumberg (baden)	47.83330	8.53333	10611	Stadt
bräunlingen	47.93330	8.45000	6200	Stadt
donaueschingen	47.95000	8.50000	21434	Stadt
furtwangen im schwarzwald	48.05000	8.20000	9672	Stadt
hüfingen	47.91670	8.48333	7792	Stadt
sankt georgen im schwarzwald	48.13330	8.33333	13744	Stadt
triberg im schwarzwald	48.13330	8.23333	5261	Stadt
vöhrenbach	48.05000	8.30000	4112	Stadt
villingen-schwenningen	48.06670	8.45000	81921	Stadt
tuttlingen	48.0557171428571429	8.7990471428571429	135296	Landkreis
fridingen an der donau	48.01670	8.93333	3291	Stadt
geisingen (baden)	47.91670	8.63333	6119	Stadt
mühlheim an der donau	48.03330	8.88333	3504	Stadt
spaichingen	48.08330	8.71667	12409	Stadt
trossingen	48.06670	8.65000	15072	Stadt
tuttlingen	47.98330	8.81667	34960	Stadt
aach (hegau)	47.85110	8.85000	2195	Stadt
engen (hegau)	47.85000	8.76667	10168	Stadt
konstanz	47.6603	9.1758	80980	Universitätsstadt
radolfzell am bodensee	47.73330	8.96667	30187	Stadt
singen (hohentwiel)	47.76670	8.83333	45420	Stadt
stockach (baden)	47.85000	9.01667	16754	Stadt
tengen	47.81670	8.66667	4719	Stadt
kandern	47.71670	7.66667	8065	Stadt
lörrach	47.61670	7.66667	46860	Stadt
rheinfelden (baden)	47.56670	7.80000	32191	Stadt
schönau im schwarzwald	47.78330	7.90000	2523	Stadt
schopfheim	47.65000	7.81667	19289	Stadt
todtnau	47.83330	7.95000	5077	Stadt
weil am rhein	47.58330	7.63333	29461	Stadt
zell im wiesental	47.70000	7.85000	6067	Stadt
bonndorf im schwarzwald	47.81670	8.35000	6876	Stadt
laufenburg (baden)	47.56670	8.05000	8530	Stadt
bad säckingen	47.55000	7.95000	16706	Stadt
sankt blasien	47.76670	8.13333	4080	Stadt
stühlingen	47.73330	8.43333	5306	Stadt
wehr (baden)	47.63330	7.90000	12995	Stadt
waldshut-tiengen	47.6232	8.2172	22619	Stadt
hayingen	48.26670	9.48333	2211	Stadt
metzingen (württemberg)	48.53330	9.26667	21889	Stadt
münsingen (württemberg)	48.41670	9.50000	14497	Stadt
pfullingen	48.45000	9.23333	18268	Stadt
reutlingen	48.48330	9.21667	112099	Stadt
trochtelfingen (hohenzollern)	48.30000	9.25000	6598	Stadt
bad urach	48.50000	9.40000	12807	Stadt
mössingen	48.4066666666667	9.05888888888889	19937	Stadt
rottenburg am neckar	48.46670	8.93333	42899	Stadt
tübingen	48.53330	9.05000	83310	Universitätsstadt
balingen	48.28330	8.85000	34338	Stadt
burladingen	48.28330	9.11667	12999	Stadt
geislingen bei balingen	48.28330	8.81667	5990	Stadt
haigerloch	48.36670	8.80000	10935	Stadt
hechingen	48.35000	8.98333	19438	Stadt
meßstetten	48.18330	8.96667	10908	Stadt
rosenfeld (württemberg)	48.28330	8.71667	6578	Stadt
schömberg bei balingen	48.21670	8.75000	4685	Stadt
albstadt (württemberg)	48.21670	9.01667	46677	Stadt
ulm (donau)	48.40000	10.00000	120371	Universitätsstadt
blaubeuren	48.4122	9.7843	11845	Stadt
dietenheim (iller)	48.21670	10.06670	6622	Stadt
ehingen an der donau	48.28330	9.73333	25931	Stadt
erbach (donau)	48.33330	9.88333	13224	Stadt
laichingen	48.49050	9.68756	10968	Stadt
langenau (württemberg)	48.50000	10.10000	14244	Stadt
munderkingen	48.23330	9.63333	5142	Stadt
schelklingen	48.36670	9.73333	7105	Stadt
bad buchau	48.06670	9.61667	4070	Stadt
bad schussenried	48.00600	9.65828	8477	Stadt
biberach an der riß	48.10000	9.80000	32270	Stadt
laupheim	48.23330	9.88333	19053	Stadt
ochsenhausen	48.06670	9.95000	8985	Stadt
riedlingen (württemberg)	48.15000	9.46667	10384	Stadt
friedrichshafen	47.65000	9.48333	58058	Stadt
markdorf (baden)	47.71670	9.40000	12661	Stadt
meersburg (bodensee)	47.70000	9.26667	5581	Stadt
tettnang	47.6686	9.5913	18515	Stadt
Überlingen (bodensee)	47.76670	9.16667	21397	Stadt
aulendorf (württemberg)	47.95000	9.63333	10001	Stadt
bad waldsee	47.91670	9.76667	19771	Stadt
bad wurzach	47.90000	9.90000	14524	Stadt
isny im allgäu	47.70000	10.03330	14525	Stadt
leutkirch im allgäu	47.82500	10.01670	22401	Stadt
ravensburg (württemberg)	47.7820	9.6106	49073	Stadt
wangen im allgäu	47.68330	9.83333	27075	Stadt
weingarten (württemberg)	47.81110	9.63986	23607	Stadt
gammertingen	48.25000	9.21667	6849	Stadt
hettingen (kreis sigmaringen)	48.21670	9.23333	2012	Stadt
mengen (württemberg)	48.05000	9.33333	10175	Stadt
meßkirch	47.98330	9.11667	8659	Stadt
pfullendorf (baden)	47.92485504146581	9.257183074951171	13214	Stadt
bad saulgau	48.01670	9.50000	17690	Stadt
scheer	48.06670	9.28333	2636	Stadt
sigmaringen	48.08330	9.21667	16651	Stadt
veringenstadt	48.18330	9.21667	2330	Stadt
ingolstadt, donau	48.76670	11.43330	121018	Stadt
münchen	48.1374	11.5755	1256439	Landeshauptstadt
rosenheim, oberbayern	47.85000	12.13330	60137	Stadt
altötting	48.23330	12.68330	12776	Stadt
burghausen, salzach	48.16670	12.83330	18268	Stadt
marktl, inn	48.25000	12.85000	2678	Markt
neuötting	48.23330	12.70000	8612	Stadt
töging am inn	48.25000	12.58330	9357	Stadt
tüßling	48.21670	12.60000	3054	Markt
bad reichenhall	47.73330	12.88330	17184	Stadt
berchtesgaden	47.63330	13.00000	7741	Markt
freilassing	47.85000	12.98330	15890	Stadt
laufen, salzach	47.95000	12.93330	6707	Stadt
marktschellenberg	47.70000	13.03330	1783	Markt
teisendorf	47.85000	12.81670	9115	Markt
bad tölz	47.76670	11.56670	17710	Stadt
geretsried	47.86670	11.46670	23320	Stadt
wolfratshausen	47.91670	11.41670	17464	Stadt
altomünster	48.38330	11.25000	7311	Markt
dachau	48.26670	11.43330	40080	Stadt
markt indersdorf	48.36670	11.38330	9197	Markt
ebersberg, oberbayern	48.08330	11.96670	11132	Stadt
glonn, kreis ebersberg, oberbayern	47.98330	11.86670	4343	Markt
grafing bei münchen	48.05000	11.96670	12682	Stadt
kirchseeon	48.06670	11.90000	9239	Markt
markt schwaben	48.20000	11.88330	10992	Markt
eichstätt	48.91666	11.36666	125038	Kreis
altmannstein	48.90000	11.65000	6965	Markt
beilngries	49.03530	11.47330	8710	Stadt
dollnstein	48.86670	11.06670	2914	Markt
eichstätt, bayern	48.8975	11.1717	12897	Stadt
gaimersheim	48.81670	11.36670	10926	Markt
kinding	49.00000	11.38330	2481	Markt
kipfenberg, oberbayern	48.95000	11.40000	5737	Markt
kösching	48.81670	11.50000	8280	Markt
mörnsheim	48.88330	11.00000	1669	Markt
nassenfels	48.80000	11.23330	1843	Markt
pförring	48.81670	11.68330	3510	Markt
titting, oberbayern	49.00000	11.21670	2709	Markt
wellheim	48.80000	11.10000	2748	Markt
dorfen, stadt	48.26670	12.15000	13481	Stadt
erding	48.30000	11.91270	33055	Stadt
isen, oberbayern	48.21670	12.06670	5226	Markt
wartenberg, oberbayern	48.40000	11.98330	4594	Markt
au in der hallertau	48.55000	11.75000	5579	Markt
freising, oberbayern	48.40000	11.73330	42687	Stadt
moosburg an der isar	48.46670	11.93330	17259	Stadt
nandlstadt	48.53330	11.80000	5033	Markt
fürstenfeldbruck	48.18330	11.25000	33576	Stadt
germering, oberbayern	48.13330	11.36670	36814	Stadt
garmisch-partenkirchen	47.50000	11.10000	26261	Markt
mittenwald	47.43330	11.25000	7926	Markt
murnau am staffelsee	47.68330	11.20000	12099	Markt
dießen am ammersee	47.95000	11.10000	10018	Markt
landsberg am lech	48.05000	10.86670	27140	Stadt
holzkirchen, oberbayern	47.88330	11.70000	15184	Markt
miesbach	47.78330	11.83330	11277	Stadt
schliersee	47.73330	11.86670	6489	Markt
tegernsee	47.71670	11.76670	4007	Stadt
buchbach, oberbayern	48.31670	12.28330	3158	Markt
gars am inn	48.154581	12.275532	3842	Markt
haag in oberbayern	48.16670	12.18330	6262	Markt
kraiburg am inn	48.18330	12.43330	4091	Markt
mühldorf am inn	48.25000	12.53330	17810	Stadt
neumarkt-sankt veit	48.362238	12.507403	6256	Stadt
waldkraiburg	48.21670	12.40000	24388	Stadt
garching bei münchen	48.25000	11.65000	15318	Stadt
unterschleißheim	48.28330	11.56670	25977	Stadt
burgheim, oberbayern	48.70000	11.01670	4670	Markt
neuburg an der donau	48.73330	11.18330	28184	Stadt
rennertshofen, oberbayern	48.75000	11.06670	4940	Markt
schrobenhausen	48.55000	11.26670	16199	Stadt
geisenfeld	48.68330	11.61670	9704	Stadt
hohenwart, paar	48.60000	11.38330	4300	Markt
manching	48.71670	11.50000	11276	Markt
pfaffenhofen an der ilm	48.53330	11.51670	23609	Stadt
reichertshofen, oberbayern	48.66670	11.46670	7438	Markt
vohburg an der donau	48.76670	11.61670	7130	Stadt
wolnzach	48.60000	11.61670	10942	Markt
bad aibling	47.86670	12.00000	17866	Stadt
bruckmühl, mangfall	47.88330	11.91670	16161	Markt
bad endorf, oberbayern	47.90000	12.30000	7667	Markt
kolbermoor	47.85000	12.06670	17930	Stadt
neubeuern	47.76670	12.15000	4229	Markt
prien am chiemsee	47.86670	12.33330	10089	Markt
wasserburg am inn	48.06670	12.23330	12439	Stadt
starnberg	48.00000	11.35000	23115	Stadt
grassau, chiemgau	47.7833	12.45	6303	Markt
tittmoning	48.063158	12.766593	6160	Stadt
traunreut	47.96670	12.60000	21238	Stadt
traunstein, oberbayern	47.88330	12.65000	18496	Stadt
trostberg	48.03330	12.55000	11664	Stadt
waging am see	47.93330	12.73330	6290	Markt
peißenberg	47.8	11.0666667	12544	Markt
peiting	47.80000	10.93330	11933	Markt
penzberg	47.75000	11.38330	16181	Stadt
schongau	47.81670	10.90000	12471	Stadt
weilheim in oberbayern	47.83330	11.15000	21490	Stadt
landshut, isar	48.5361	12.1518	61111	Stadt
passau	48.5712	13.4490	50415	Stadt
straubing	48.88330	12.56670	44741	Stadt
deggendorf	48.83330	12.96670	31296	Stadt
hengersberg bei deggendorf	48.7737	13.0515	7695	Markt
metten	48.855696	12.915241	4368	Markt
osterhofen, niederbayern	48.70000	13.01670	12130	Stadt
plattling	48.78330	12.86670	12666	Stadt
schöllnach	48.75000	13.18330	5133	Markt
winzer, donau	48.73330	13.06670	3882	Markt
freyung, niederbayern	48.80000	13.55000	7206	Stadt
grafenau	48.8577	13.3974	9015	Stadt
perlesreut	48.78330	13.45000	2981	Markt
röhrnbach	48.73330	13.53330	4605	Markt
schönberg (niederbayern)	48.83330	13.33330	3906	Markt
waldkirchen, niederbayern	48.73330	13.60000	10587	Stadt
abensberg, hallertau	48.81670	11.85000	12613	Stadt
bad abbach	48.93330	12.05000	10953	Markt
essing	48.93330	11.78330	1016	Markt
kelheim	48.91670	11.86670	15648	Stadt
langquaid	48.81670	12.05000	5107	Markt
mainburg	48.65000	11.78330	13927	Stadt
neustadt an der donau	48.80000	11.76670	12786	Stadt
painten bei kelheim	49.00000	11.81670	2242	Markt
riedenburg, altmühltal	48.96670	11.68330	5752	Stadt
rohr in niederbayern	48.76670	11.96670	3334	Markt
siegenburg	48.75000	11.85000	3294	Markt
altdorf, markt	48.5549	12.1084	11312	Markt
ergolding	48.58330	12.16670	11497	Markt
ergoldsbach	48.68330	12.20000	7572	Markt
essenbach, niederbayern	48.61670	12.21670	11003	Markt
geisenhausen, niederbayern	48.46670	12.25000	6359	Markt
pfeffenhausen	48.66670	11.96670	4835	Markt
rottenburg an der laaber	48.70000	12.03330	7658	Stadt
velden, vils	48.36670	12.25000	6520	Markt
vilsbiburg	48.45000	12.35000	11618	Stadt
aidenbach, niederbayern	48.56670	13.10000	3143	Markt
eging am see	48.71670	13.26670	3924	Markt
fürstenzell	48.53330	13.31670	7812	Markt
bad griesbach im rottal	48.45000	13.20000	8485	Stadt
hauzenberg, niederbayern	48.65000	13.63330	12408	Stadt
hofkirchen, bayern	48.68330	13.11670	3638	Markt
hutthurm	48.66670	13.48330	5964	Markt
kößlarn	48.36670	13.11670	1947	Markt
obernzell	48.56670	13.65000	3854	Markt
ortenburg	48.55000	13.23330	7307	Markt
pocking	48.40000	13.31670	14560	Stadt
rotthalmünster	48.35000	13.20000	5090	Markt
tittling	48.72500	13.40000	3775	Markt
untergriesbach, niederbayern	48.58330	13.66670	6408	Markt
vilshofen an der donau	48.63330	13.18330	16468	Stadt
wegscheid, niederbayern	48.60000	13.78330	5792	Markt
windorf	48.626579	13.221013	4739	Markt
bodenmais	49.06670	13.10000	3355	Markt
regen	48.96670	13.13330	12298	Stadt
ruhmannsfelden	48.98330	12.98330	2123	Markt
teisnach	49.03330	13.00000	2970	Markt
viechtach	49.07920	12.88470	8559	Stadt
zwiesel	49.01670	13.23330	10234	Stadt
arnstorf	48.56670	12.81670	6627	Markt
bad birnbach, rottal	48.45000	13.10000	5583	Markt
eggenfelden	48.40000	12.76670	12779	Stadt
gangkofen	48.43330	12.56670	6635	Markt
massing im rottal	48.394144	12.608744	4114	Markt
pfarrkirchen, niederbayern	48.43330	12.93330	11816	Stadt
simbach am inn	48.26670	13.01670	9956	Stadt
tann, niederbayern	48.31670	12.90000	4004	Markt
triftern	48.40000	13.01670	5405	Markt
wurmannsquick	48.35000	12.78330	3698	Markt
bogen, niederbayern	48.91670	12.68330	10081	Stadt
geiselhöring	48.83330	12.38330	6755	Stadt
mallersdorf-pfaffenberg	48.76670	12.23330	6622	Markt
mitterfels	48.96670	12.68330	2471	Markt
schwarzach, niederbayern	48.91670	12.81670	2907	Markt
dingolfing	48.63330	12.50000	18565	Stadt
eichendorf, niederbayern	48.63330	12.85000	6641	Markt
frontenhausen	48.544375	12.528772	4362	Markt
landau an der isar	48.68330	12.68330	12939	Stadt
pilsting	48.70000	12.65000	6161	Markt
reisbach, niederbayern	48.571528	12.628279	7584	Markt
simbach, niederbayern	48.565507	12.7391	3741	Markt
wallersdorf, niederbayern	48.73330	12.75000	6758	Markt
amberg, oberpfalz	49.44140	11.86220	44657	Stadt
regensburg	49.015	12.0956	147270	Stadt
regensburg	49.01500	12.09560	129323	Stadt
weiden in der oberpfalz	49.67750	12.15670	42645	Stadt
amberg-sulzbach	49.48333	11.81666	105727	Kreis
auerbach in der oberpfalz	49.69250	11.63250	9115	Stadt
freihung	49.61670	11.91670	2668	Markt
hahnbach, oberpfalz	49.53330	11.80000	5218	Markt
hirschau, oberpfalz	49.54500	11.95080	6209	Stadt
hohenburg, oberpfalz	49.30000	11.80000	1704	Markt
kastl bei amberg, oberpfalz	49.36670	11.68330	2656	Markt
königstein, oberpfalz	49.60452	11.65882	1804	Markt
rieden, oberpfalz	49.31670	11.95000	2941	Markt
schmidmühlen	49.26670	11.93330	2476	Markt
schnaittenbach	49.55000	12.01670	4311	Stadt
sulzbach-rosenberg	49.49830	11.75170	20647	Stadt
vilseck, oberpfalz	49.61000	11.80190	6500	Stadt
cham, oberpfalz	49.22560	12.66360	17333	Stadt
eschlkam	49.30000	12.91670	3557	Markt
falkenstein, oberpfalz	49.10000	12.48330	3355	Markt
furth im wald	49.30970	12.84000	9395	Stadt
bad kötzting	49.17690	12.85560	7380	Stadt
lam, oberpfalz	49.20000	13.05000	2886	Markt
neukirchen beim heiligen blut	49.26670	12.96670	4006	Markt
roding, regen	49.19640	12.51860	11490	Stadt
rötz, oberpfalz	49.35000	12.53330	3528	Stadt
stamsried	49.26670	12.53330	2292	Markt
waldmünchen	49.37860	12.70420	7319	Stadt
berching	49.1064	11.4404	8695	Stadt
breitenbrunn, oberpfalz	49.08330	11.61670	3489	Markt
dietfurt an der altmühl	49.03750	11.58390	6139	Stadt
freystadt, oberpfalz	49.20060	11.32940	8589	Stadt
hohenfels, oberpfalz	49.20000	11.85000	2171	Markt
lauterhofen, oberpfalz	49.36670	11.61670	3715	Markt
lupburg	49.15000	11.75000	2370	Markt
neumarkt in der oberpfalz	49.28030	11.46280	39528	Stadt
parsberg, oberpfalz	49.16080	11.72060	6599	Stadt
postbauer-heng	49.30530	11.35720	7373	Markt
pyrbaum	49.29860	11.28970	5698	Markt
velburg	49.23330	11.68330	5289	Stadt
eschenbach in der oberpfalz	49.75000	11.81670	4015	Stadt
eslarn	49.58330	12.53330	3050	Markt
floß	49.73330	12.28330	3587	Markt
grafenwöhr	49.71890	11.90670	6907	Stadt
kirchenthumbach	49.75000	11.71670	3362	Markt
kohlberg, oberpfalz	49.60000	12.01670	1255	Markt
leuchtenberg	49.60000	12.25000	1327	Markt
luhe-wildenau	49.58330	12.15000	3479	Markt
mantel bei weiden, oberpfalz	49.65000	12.05000	2990	Markt
moosbach bei vohenstrauß	49.60000	12.41670	2560	Markt
neustadt an der waldnaab	49.73140	12.17330	6106	Stadt
neustadt am kulm	49.81670	11.83330	1318	Stadt
parkstein	49.73330	12.06670	2323	Markt
pleystein	49.6455	12.4097	2703	Stadt
pressath	49.76670	11.93330	4670	Stadt
tännesberg	49.53330	12.33330	1566	Markt
vohenstrauß	49.62940	12.33420	7725	Stadt
waidhaus	49.65000	12.50000	2470	Markt
waldthurn	49.66670	12.33330	2178	Markt
windischeschenbach	49.79970	12.15890	5566	Stadt
beratzhausen	49.09670	11.80830	5703	Markt
donaustauf	49.03330	12.21670	3762	Markt
hemau	49.05330	11.78220	8592	Stadt
kallmünz	49.15000	11.96670	2894	Markt
laaber, oberpfalz	49.06670	11.88330	5206	Markt
lappersdorf, oberpfalz	49.05690	12.09000	12871	Markt
neutraubling	48.98330	12.20000	13049	Stadt
nittendorf	49.02530	11.96110	9127	Markt
regenstauf	49.12170	12.12920	14962	Markt
schierling	48.83330	12.13330	7204	Markt
wörth an der donau	49.01670	12.40000	4488	Stadt
bruck in der oberpfalz	49.25000	12.30000	4470	Markt
burglengenfeld	49.20560	12.04140	12237	Stadt
maxhütte-haidhof	49.20250	12.09810	10513	Stadt
nabburg	49.45360	12.17860	6107	Stadt
neukirchen-balbini	49.2917	12.4371	1165	Markt
neunburg vorm wald	49.34670	12.38440	8267	Stadt
nittenau	49.19920	12.27250	8540	Stadt
wernberg-köblitz	49.53690	12.15170	5751	Markt
oberviechtach	49.46670	12.41670	5048	Stadt
pfreimd	49.50060	12.19830	5607	Stadt
schönsee	49.51670	12.55000	2740	Stadt
schwandorf, bayern	49.32640	12.10970	28150	Stadt
schwarzenfeld, oberpfalz	49.38940	12.13970	6293	Markt
schwarzhofen	49.38330	12.35000	1497	Markt
teublitz	49.22310	12.08830	7408	Stadt
winklarn, oberpfalz	49.42637	12.48030	1461	Markt
bärnau, oberpfalz	49.81670	12.43330	3438	Stadt
erbendorf	49.84030	12.04470	5369	Stadt
falkenberg, oberpfalz	49.86670	12.23330	971	Markt
fuchsmühl	49.91670	12.15000	1776	Markt
kemnath, stadt	49.86890	11.89500	5288	Stadt
konnersreuth, oberpfalz	50.01670	12.23330	2003	Markt
mähring, oberpfalz	49.91670	12.53330	1973	Markt
mitterteich	49.94860	12.23830	7194	Stadt
neualbenreuth	49.98330	12.45000	1566	Markt
plößberg, oberpfalz	49.78330	12.31670	3504	Markt
tirschenreuth	49.88250	12.33310	9446	Stadt
waldershof	49.98330	12.06670	4635	Stadt
waldsassen	50.00500	12.30280	7501	Stadt
wiesau	49.91670	12.18330	4362	Markt
bamberg	49.894263	10.88555	69950	Stadt
bayreuth	49.94810	11.57830	73831	Stadt
coburg	50.26670	10.96670	42024	Stadt
hof an der saale	50.31670	11.91670	48918	Stadt
baunach	49.98330	10.85000	3947	Stadt
burgebrach	49.83330	10.75000	6468	Markt
burgwindheim	49.83330	10.60000	1456	Markt
buttenheim	49.80000	11.03330	3277	Markt
ebrach, oberfranken	49.83330	10.50000	1877	Markt
hallstadt	49.93330	10.88330	8494	Stadt
heiligenstadt in oberfranken	49.86670	11.16670	3710	Markt
hirschaid	49.81940	10.99080	11462	Markt
rattelsdorf, oberfranken	50.01670	10.88330	4550	Markt
scheßlitz	49.97670	11.03390	7168	Stadt
zapfendorf	50.03330	10.93330	5067	Markt
schlüsselfeld	49.76670	10.63330	5871	Stadt
bad berneck im fichtelgebirge	50.05000	11.66670	4719	Stadt
betzenstein	49.68330	11.41670	2555	Stadt
creußen	49.85000	11.61670	4778	Stadt
gefrees	50.10000	11.75000	4798	Stadt
goldkronach	50.01670	11.68330	3698	Stadt
hollfeld	49.93860	11.29250	5230	Stadt
pegnitz	49.75640	11.54500	14137	Stadt
plech	49.65000	11.46670	1318	Markt
pottenstein, oberfranken	49.77220	11.40920	5455	Stadt
schnabelwaid	49.81670	11.58330	1033	Markt
waischenfeld	49.85000	11.35000	3195	Stadt
weidenberg, fichtelgebirge	49.94220	11.72030	6568	Markt
neustadt bei coburg	50.31670	11.11670	16574	Stadt
bad rodach	50.33330	10.78330	6498	Stadt
rödental	50.28330	11.06670	13879	Stadt
seßlach	50.18330	10.85000	4082	Stadt
ebermannstadt	49.78220	11.18110	6839	Stadt
eggolsheim	49.77110	11.05810	6352	Markt
egloffstein	49.70000	11.25000	2052	Markt
forchheim, oberfranken	49.72310	11.06690	30538	Stadt
gößweinstein	49.76670	11.33330	4155	Markt
gräfenberg, oberfranken	49.65000	11.25000	4106	Stadt
hiltpoltstein, oberfranken	49.66670	11.31670	1590	Markt
igensdorf	49.61670	11.23330	4751	Markt
neunkirchen am brand	49.61280	11.13220	7854	Markt
pretzfeld	49.75000	11.18330	2490	Markt
