52.52464,13.40514,66.8
53.554423,9.994583,38.0
50.93330,6.95000,48.3
51.5149,7.4660,73.9
48.7823,9.1770,43.1
52.3705,9.7332,46.5
48.1374,11.5755,15.5
51.220507741497,6.81216996826174,34.1
49.78780,9.93611,124.0
50.76670,6.10000,58.2
49.4077,8.6908,94.5
52.02126,8.54576999999995,36.6
52.26902,10.5259599999999,48.8
54.3226843669499,10.1358638465405,44.9
48.36670,10.88330,39.2
50.5824111111111111,8.7611105555555556,35.1
53.07516,8.80777,16.5
49.44780,11.06830,15.2
51.46785,7.19654000000003,19.3
54.08369,12.10063,37.7
49.0047,8.38583,34.1
50.00000,8.27111,31.2
50.73330,7.10000,19.2
51.7776209874954,9.37708581741344,183.5
52.27985,7.72014999999999,118.7
50.08330,8.25000,21.9
51.26136,7.16302999999994,12.5
52.13196,11.62658,19.7
49.4967,8.4796,14.6
51.82612,9.46006,215.7
51.56297,7.31496000000004,57.8
51.316944,9.4925,12.7
53.47632,9.70545,79.2
51.05000,13.75000,6.2
51.17038,7.05448000000001,18.3
49.23330,7.00000,16.6
51.3396,12.3713,6.0
50.9333,11.5833,27.3
50.93330,11.58330,29.3
51.53738,9.92923999999994,24.6
53.86956,10.68713,14.1
51.4966333148967,6.85141620635989,14.0
48.88330,12.56670,67.1
49.75000,6.63333,28.2
51.64605,7.33497,40.9
52.91286,8.81781999999998,61.9
50.70000,6.65000,74.4
49.97390,9.14917,21.8
50.0352384615384615,8.8174138461538462,4.4
51.5930736180821,7.20776373016361,12.2
50.93330,6.36667,44.2
49.87060,8.64944,10.4
51.52904,6.94335000000001,12.5
49.12810,8.58361,35.0
50.26670,10.96670,35.7
50.15000,8.15000,51.8
50.71670,11.33330,58.2
49.55000,10.71670,247.0
51.69544,7.46762999999999,54.6
50.51670,7.30000,166.2
50.86670,8.03333,15.1
