52.52464,13.40514,2464.0
53.554423,9.994583,1081.0
48.1374,11.5755,663.0
50.93330,6.95000,543.0
51.220507741497,6.81216996826174,378.0
48.7823,9.1770,354.0
50.73330,7.10000,245.0
51.3396,12.3713,244.0
52.3705,9.7332,197.0
51.5149,7.4660,153.0
53.07516,8.80777,147.0
51.05000,13.75000,140.0
49.44780,11.06830,128.0
49.0047,8.38583,124.0
54.3226843669499,10.1358638465405,117.0
52.02126,8.54576999999995,102.0
49.87060,8.64944,92.0
52.39384,13.07368,82.0
50.98330,11.03330,81.0
50.00000,8.27111,75.0
51.46785,7.19654000000003,67.0
51.71891,8.75752,65.0
49.4967,8.4796,62.0
50.08330,8.25000,61.0
50.76670,6.10000,60.0
51.4966333148967,6.85141620635989,59.0
49.4077,8.6908,58.0
48.36670,10.88330,49.0
52.26902,10.5259599999999,49.0
49.015,12.0956,48.0
49.01500,12.09560,48.0
52.13196,11.62658,47.0
51.316944,9.4925,46.0
49.23330,7.00000,46.0
51.43511,6.76301000000001,46.0
54.51808,9.57038,44.0
48.66670,9.21667,43.0
54.08369,12.10063,43.0
51.26136,7.16302999999994,42.0
49.78780,9.93611,42.0
50.9333,11.5833,41.0
50.93330,11.58330,41.0
50.83330,12.91670,39.0
53.86956,10.68713,38.0
51.53738,9.92923999999994,36.0
51.1801,6.44234000000006,34.0
50.0352384615384615,8.8174138461538462,33.0
52.28201,8.04326000000003,27.0
49.97390,9.14917,25.0
48.1210,7.8536,24.0
53.24682,10.41178,24.0
49.63560,8.35972,23.0
50.13330,8.91667,22.0
51.3389572010443,6.58528489430751,22.0
49.453336,7.6606664,21.0
49.45000,7.75000,21.0
51.25552,6.39652999999998,21.0
51.5175,7.08574999999996,21.0
52.43788,10.7663700000001,19.0
49.68030,8.61611,17.0
52.61709,10.0635,16.0
50.5824111111111111,8.7611105555555556,15.0
48.5712,13.4490,15.0
49.20000,7.60000,15.0
53.55017,8.58236999999997,15.0
51.2965653110169,6.84012947082522,15.0
52.14978,10.33673,14.0
51.05000,7.01667,14.0
51.08330,6.58333,14.0
48.16670,8.61667,13.0
48.53330,9.05000,13.0
49.75000,6.63333,13.0
51.03330,7.65000,13.0
50.73330,12.50000,13.0
49.5977,11.0039,13.0
50.10000,11.45000,12.0
48.48330,7.93333,11.0
50.5587,9.758697,11.0
50.55000,9.66667,11.0
48.88330,12.56670,11.0
52.56751,13.87698,11.0
48.48330,9.21667,10.0
50.26670,10.96670,10.0
51.2038721294835,6.68800777252204,10.0
50.33330,7.21667,10.0
53.7893682107897,9.77226791126724,10.0
51.00000,6.80000,10.0
54.78047,9.43522,9.0
51.18330,7.20000,9.0
49.894263,10.88555,9.0
50.91670,6.81667,9.0
50.43330,7.83333,9.0
50.63330,7.23333,8.0
48.76670,8.33333,8.0
52.14135,9.96602000000007,8.0
47.65000,9.48333,8.0
50.86670,12.08330,8.0
49.94810,11.57830,8.0
52.11783,8.679579,8.0
52.11783,8.67957999999999,8.0
48.75000,8.25000,8.0
50.98330,7.13333,7.0
50.05000,10.23330,7.0
52.20921,8.80086000000006,7.0
52.28161,7.44484999999997,7.0
51.2017153152049,7.35906498413078,7.0
50.86670,8.03333,7.0
50.33330,8.53333,7.0
51.90839,10.4468091534424,7.0
50.81670,7.16667,7.0
51.44401,7.35381,6.0
47.6603,9.1758,6.0
50.26670,9.30000,6.0
51.2505139003074,6.69065967742927,6.0
50.436527397260274,7.0050227397260274,6.0
51.2601699,6.5142186,6.0
51.2641433,6.5446958,6.0
53.67579,10.23845,6.0
54.13765,10.61616,6.0
50.03330,8.11667,6.0
53.8618,8.69359,6.0
53.53112,8.10604999999998,6.0
51.82612,9.46006,6.0
52.20181,8.04848000000004,6.0
51.3122844578804,6.27630918518071,6.0
51.16819,6.93640000000005,6.0
49.38720,8.37472,5.0
49.32920,11.02560,5.0
50.56670,7.23333,5.0
48.26670,11.43330,5.0
51.75529,14.3330100000001,5.0
51.90351,8.38571999999999,5.0
52.47827,10.54901,5.0
51.17038,7.05448000000001,5.0
51.21881,7.63066000000003,5.0
48.28330,11.56670,5.0
50.00000,8.70000,5.0
52.22944,11.00902,5.0
48.20000,11.88330,5.0
51.54257,7.68533000000002,4.0
48.8844,8.6989,4.0
53.938233,10.305231,4.0
51.93807,7.16804999999999,4.0
51.3004,7.36131,4.0
53.7278938775510204,9.6979597959183673,4.0
53.66282,9.79665,4.0
51.66687,6.96591999999998,4.0
51.83695,10.78495,4.0
48.71670,9.26667,4.0
50.15000,8.15000,4.0
48.18330,11.25000,4.0
48.85000,8.20000,4.0
51.69544,7.46762999999999,4.0
50.81670,6.76667,4.0
50.90000,7.20000,4.0
48.00000,11.35000,4.0
50.60000,10.70000,4.0
50.18330,8.75000,4.0
48.30000,11.91270,4.0
54.3038030030323,9.66985793467046,4.0
51.6106297597209,7.52842451324466,4.0
51.62197,7.40076999999997,4.0
50.65000,11.98330,4.0
51.4517651179909,6.64085903167722,4.0
49.75170,8.11611,3.0
51.28289,7.79061999999999,3.0
52.84463,8.05208,3.0
